Truck_ID,Age,Total_KM_Driven,Fuel_Efficiency,Battery_Health,Service_Delay,Engine_Temp,Repair_Count,Status
T05447,13,160611,2.85,63.7,26,103.6,3,High Risk
T05448,4,53409,5.28,86.7,40,81.5,2,Service Required Soon
T05449,7,88809,5.28,82.4,18,93.3,0,Truck Healthy
T05450,11,160005,4.35,70.2,18,99.2,5,High Risk
T05451,8,114184,4.66,74.1,19,91.9,2,Truck Healthy
T05452,3,44943,5.38,94.3,43,90.5,1,Service Required Soon
T05453,11,107749,4.14,70.9,17,93.5,4,Service Required Soon
T05454,14,118614,3.59,63.0,17,104.1,3,High Risk
T05455,2,35788,5.77,92.5,8,85.6,0,Truck Healthy
T05456,13,157232,3.77,60.4,37,95.4,4,High Risk
T05457,8,97101,4.67,75.1,12,87.9,0,Truck Healthy
T05458,1,22979,7.0,100.0,1,79.4,1,Truck Healthy
T05459,5,65936,5.59,81.0,57,90.6,0,Service Required Soon
T05460,2,22542,6.47,96.1,9,82.5,2,Truck Healthy
T05461,14,173130,3.18,58.5,43,99.4,9,High Risk
T05462,3,34807,6.69,89.0,42,86.0,3,Service Required Soon
T05463,10,131034,4.64,66.0,31,91.4,6,High Risk
T05464,14,114382,4.15,57.9,48,97.4,4,High Risk
T05465,5,55747,5.93,86.9,12,95.6,0,Truck Healthy
T05466,2,25867,6.55,90.3,26,89.3,0,Truck Healthy
T05467,14,141508,4.12,58.7,29,106.4,4,High Risk
T05468,11,107480,3.38,66.4,4,95.7,3,High Risk
T05469,11,139158,3.58,62.4,27,96.8,2,High Risk
T05470,14,202158,3.66,56.8,45,100.0,4,High Risk
T05471,5,64704,5.33,88.5,32,92.5,0,Service Required Soon
T05472,12,186886,4.36,66.3,40,100.9,3,High Risk
T05473,13,123756,3.65,60.6,19,94.8,2,High Risk
T05474,7,108681,4.59,80.4,11,84.7,1,Truck Healthy
T05475,5,61766,6.21,86.4,4,82.5,0,Truck Healthy
T05476,6,77874,5.22,79.0,9,92.4,3,Truck Healthy
T05477,13,152958,3.53,60.1,30,101.1,1,High Risk
T05478,3,37842,5.57,95.0,40,86.8,0,Service Required Soon
T05479,7,111737,4.68,79.7,42,88.2,2,Service Required Soon
T05480,7,110937,4.75,83.4,28,90.1,3,Truck Healthy
T05481,7,68956,4.81,82.9,50,98.1,2,Service Required Soon
T05482,10,115248,4.05,66.0,9,95.5,1,High Risk
T05483,10,129914,4.65,68.9,55,88.0,3,High Risk
T05484,3,30695,6.42,90.5,4,79.3,0,Truck Healthy
T05485,5,57413,5.89,87.2,59,93.4,1,Service Required Soon
T05486,4,55354,5.81,88.6,36,85.7,1,Service Required Soon
T05487,9,126086,4.07,76.6,52,92.6,4,High Risk
T05488,0,1978,6.78,99.6,56,81.3,0,Service Required Soon
T05489,8,114875,4.36,77.6,2,92.8,1,Truck Healthy
T05490,6,58675,4.83,85.3,11,89.6,2,Truck Healthy
T05491,10,132735,4.4,69.8,38,98.2,6,High Risk
T05492,4,59002,5.44,91.7,3,90.7,1,Truck Healthy
T05493,9,101560,4.97,71.4,25,87.7,1,Service Required Soon
T05494,7,107502,5.86,83.6,6,95.9,2,Service Required Soon
T05495,3,33833,6.16,92.5,32,85.3,0,Service Required Soon
T05496,8,96494,5.15,71.0,59,97.8,1,Service Required Soon
T05497,12,109113,4.4,63.1,5,95.7,7,High Risk
T05498,0,2981,7.0,100.0,51,83.5,0,Service Required Soon
T05499,1,15784,6.51,97.0,18,78.5,0,Truck Healthy
T05500,8,77790,4.67,73.1,35,91.8,2,Service Required Soon
T05501,12,172179,4.21,62.6,6,90.6,2,High Risk
T05502,4,48251,5.93,87.0,35,83.0,2,Service Required Soon
T05503,3,41549,6.64,88.7,28,81.6,1,Truck Healthy
T05504,8,74429,4.28,75.9,37,90.4,3,Service Required Soon
T05505,10,107553,4.24,69.5,25,93.3,6,High Risk
T05506,9,134674,4.42,76.9,42,98.4,5,High Risk
T05507,10,83369,4.59,73.1,20,96.5,5,Service Required Soon
T05508,5,61708,5.63,84.7,56,85.5,0,Service Required Soon
T05509,7,67185,5.41,75.5,19,91.0,2,Truck Healthy
T05510,14,197173,3.48,62.5,16,98.0,5,High Risk
T05511,13,172191,4.26,61.4,25,100.0,2,High Risk
T05512,14,197818,2.93,58.7,6,99.7,3,High Risk
T05513,5,80510,5.63,87.3,55,90.5,2,Service Required Soon
T05514,0,79,6.48,99.3,19,78.4,0,Truck Healthy
T05515,1,12971,7.0,92.5,58,76.2,0,Service Required Soon
T05516,6,56062,5.21,79.3,59,93.4,1,Service Required Soon
T05517,3,46740,6.09,95.2,35,80.9,0,Service Required Soon
T05518,13,189993,3.39,64.0,30,99.1,4,High Risk
T05519,1,14870,6.07,100.0,37,74.9,0,Service Required Soon
T05520,3,40726,6.84,87.6,24,84.8,0,Truck Healthy
T05521,10,143591,4.81,72.6,39,91.5,6,High Risk
T05522,4,58437,5.14,91.1,30,85.6,1,Truck Healthy
T05523,2,28203,6.29,95.0,39,86.2,0,Service Required Soon
T05524,10,96660,4.07,73.0,55,89.8,4,High Risk
T05525,6,75161,5.64,81.5,21,82.8,1,Truck Healthy
T05526,3,39882,6.27,95.1,23,79.8,0,High Risk
T05527,8,104014,5.56,72.4,31,98.3,2,Service Required Soon
T05528,4,46283,5.56,91.4,57,90.5,2,Service Required Soon
T05529,5,69544,6.23,80.1,43,89.7,2,Truck Healthy
T05530,9,86418,4.6,76.0,34,87.6,1,High Risk
T05531,14,208410,4.04,63.0,45,95.0,2,High Risk
T05532,8,128943,5.19,72.6,40,95.3,7,Service Required Soon
T05533,10,127550,5.4,67.2,2,95.9,2,High Risk
T05534,6,89599,5.32,82.6,26,88.2,4,Truck Healthy
T05535,9,78110,4.26,72.7,15,89.7,3,Service Required Soon
T05536,13,175469,3.9,56.5,24,89.4,5,High Risk
T05537,11,112818,3.92,67.6,9,94.0,3,High Risk
T05538,11,94197,4.06,65.0,48,98.2,4,High Risk
T05539,6,76660,5.28,81.7,6,90.2,2,Truck Healthy
T05540,0,2933,7.0,99.0,2,73.7,0,Truck Healthy
T05541,10,117170,4.63,73.6,54,93.1,4,High Risk
T05542,10,133770,4.22,67.3,59,96.8,1,High Risk
T05543,9,134276,5.31,69.3,48,90.3,4,High Risk
T05544,1,18862,6.9,100.0,52,83.5,0,Service Required Soon
T05545,10,133668,4.74,74.8,39,94.6,3,High Risk
T05546,2,31183,6.45,92.4,27,82.1,1,High Risk
T05547,12,158517,4.39,64.4,32,94.1,2,High Risk
T05548,8,120413,5.03,73.2,5,86.1,2,Truck Healthy
T05549,10,141076,4.14,74.1,34,93.6,4,High Risk
T05550,0,2729,6.49,98.6,15,78.0,0,Truck Healthy
T05551,9,81300,4.18,70.8,24,97.5,2,Service Required Soon
T05552,13,178686,4.08,57.7,31,103.1,0,High Risk
T05553,0,5878,6.63,100.0,3,83.9,0,Truck Healthy
T05554,1,17083,6.02,96.1,32,79.9,0,Service Required Soon
T05555,12,133218,3.9,62.8,9,96.4,2,High Risk
T05556,12,170783,3.72,66.0,57,101.8,6,High Risk
T05557,5,64690,6.21,84.7,43,83.3,0,Service Required Soon
T05558,0,3817,6.7,95.8,33,85.2,0,Service Required Soon
T05559,2,23602,7.0,92.1,27,83.9,1,Truck Healthy
T05560,4,49245,5.88,87.3,9,83.8,1,Truck Healthy
T05561,9,130480,4.72,71.2,37,98.0,4,High Risk
T05562,9,83315,4.41,72.7,36,91.8,5,High Risk
T05563,5,64114,5.24,85.6,21,91.1,2,Truck Healthy
T05564,1,15279,6.39,99.3,48,83.1,0,Truck Healthy
T05565,3,38363,6.22,88.6,18,82.8,2,Truck Healthy
T05566,3,29127,6.3,95.4,4,81.2,2,Truck Healthy
T05567,9,129871,4.9,75.8,4,91.2,5,Service Required Soon
T05568,2,23173,6.08,96.1,53,87.9,1,Service Required Soon
T05569,7,102616,5.37,77.2,3,97.2,5,Truck Healthy
T05570,11,132262,4.11,69.2,57,97.5,4,High Risk
T05571,5,67709,4.99,81.8,48,84.7,3,Service Required Soon
T05572,2,30425,6.51,92.5,59,80.9,2,Service Required Soon
T05573,10,90926,4.69,68.4,40,97.9,2,High Risk
T05574,1,10496,6.52,100.0,21,77.6,1,Truck Healthy
T05575,6,71498,6.17,84.7,10,88.4,4,Truck Healthy
T05576,1,13978,6.48,100.0,33,81.8,0,Service Required Soon
T05577,8,110858,5.68,79.5,22,95.8,2,Truck Healthy
T05578,5,70514,5.1,89.2,35,88.5,3,Service Required Soon
T05579,0,6095,6.74,100.0,30,82.0,0,Truck Healthy
T05580,13,195972,3.29,63.9,32,102.8,6,High Risk
T05581,5,73840,5.23,86.2,15,84.5,3,Truck Healthy
T05582,10,93691,4.87,73.9,11,99.6,0,Service Required Soon
T05583,0,7708,6.72,100.0,38,79.5,0,Truck Healthy
T05584,12,116861,3.56,60.6,31,95.7,4,High Risk
T05585,3,36903,5.89,93.9,11,82.2,0,High Risk
T05586,5,49766,5.45,80.4,10,86.9,1,Truck Healthy
T05587,1,17876,6.53,100.0,2,79.2,0,Truck Healthy
T05588,7,96183,5.12,77.2,59,89.8,2,Service Required Soon
T05589,0,7151,6.53,100.0,14,77.7,0,Truck Healthy
T05590,3,48017,6.68,95.8,5,83.5,0,Truck Healthy
T05591,10,138360,4.82,69.3,5,98.0,3,High Risk
T05592,7,102262,5.47,76.6,3,93.2,5,Truck Healthy
T05593,13,170622,3.84,62.3,23,95.8,2,High Risk
T05594,12,125634,4.6,66.7,20,100.3,3,High Risk
T05595,10,109922,4.7,70.0,51,95.5,3,High Risk
T05596,14,115956,4.21,56.3,58,102.1,2,High Risk
T05597,8,90077,5.18,76.4,28,95.6,2,Truck Healthy
T05598,9,101760,4.33,77.5,15,93.5,1,High Risk
T05599,9,110704,5.14,68.5,50,98.1,2,High Risk
T05600,10,109301,4.29,70.5,56,93.7,2,High Risk
T05601,1,12554,6.83,98.4,8,76.6,0,Truck Healthy
T05602,4,58217,6.76,92.2,12,82.0,1,Truck Healthy
T05603,1,22401,6.35,92.9,38,80.0,1,Service Required Soon
T05604,9,142511,5.04,77.7,24,89.3,1,High Risk
T05605,7,86856,5.39,81.3,15,91.9,1,Truck Healthy
T05606,0,8774,6.55,97.6,17,80.3,0,Truck Healthy
T05607,4,58018,6.2,92.4,18,81.6,1,Truck Healthy
T05608,2,23459,5.99,97.0,29,77.1,2,Truck Healthy
T05609,12,151611,4.4,65.9,21,99.4,1,High Risk
T05610,8,84223,4.81,71.3,10,89.4,5,Truck Healthy
T05611,3,44861,6.8,89.8,28,79.8,1,Truck Healthy
T05612,4,57759,5.98,90.5,43,83.9,1,Service Required Soon
T05613,10,102867,4.67,66.3,34,97.2,4,Truck Healthy
T05614,1,20567,7.0,99.1,26,79.5,0,Truck Healthy
T05615,0,6251,6.66,95.4,16,76.1,0,Truck Healthy
T05616,11,95070,4.43,62.3,44,102.6,2,High Risk
T05617,8,76147,5.7,78.8,52,89.8,2,Service Required Soon
T05618,0,9772,6.64,97.8,37,81.0,0,Service Required Soon
T05619,9,92946,4.64,71.9,38,89.3,3,High Risk
T05620,9,131436,5.48,73.4,35,93.1,0,High Risk
T05621,3,36350,6.5,94.7,54,85.3,0,Service Required Soon
T05622,0,7640,6.85,99.1,23,73.0,0,Truck Healthy
T05623,4,56631,6.27,84.2,35,88.9,1,Service Required Soon
T05624,9,107545,5.5,76.7,56,95.0,0,High Risk
T05625,11,124429,4.42,69.6,31,94.7,3,High Risk
T05626,10,120623,4.7,70.8,33,97.9,3,High Risk
T05627,1,12671,6.28,94.2,10,81.0,0,Truck Healthy
T05628,0,8523,6.97,98.0,16,84.5,0,Truck Healthy
T05629,7,79093,5.28,82.6,44,95.2,3,Service Required Soon
T05630,11,161377,4.27,70.5,41,95.1,4,High Risk
T05631,2,22570,6.31,93.7,46,80.3,1,Service Required Soon
T05632,10,131392,5.2,65.5,11,98.9,3,High Risk
T05633,5,44251,5.41,89.4,33,84.4,0,Service Required Soon
T05634,2,23381,6.68,98.6,38,84.8,3,Service Required Soon
T05635,9,88047,4.32,71.7,28,99.4,2,Service Required Soon
T05636,7,88563,5.31,74.3,8,90.5,3,Truck Healthy
T05637,7,95029,5.12,80.8,44,91.1,1,Service Required Soon
T05638,8,68543,5.06,72.9,33,95.5,1,Service Required Soon
T05639,6,69392,4.83,86.8,15,88.2,1,Truck Healthy
T05640,11,146681,4.06,64.2,59,96.6,1,High Risk
T05641,7,112004,5.81,74.7,30,90.9,1,Truck Healthy
T05642,8,99537,5.06,79.5,45,89.1,1,Service Required Soon
T05643,11,170041,3.93,65.8,39,97.6,1,High Risk
T05644,14,126874,3.7,56.2,13,99.2,3,High Risk
T05645,12,166283,3.39,67.3,41,97.9,4,High Risk
T05646,4,46926,5.29,92.8,14,84.3,0,Truck Healthy
T05647,5,57970,4.93,89.2,33,94.0,2,Service Required Soon
T05648,8,89413,5.88,72.0,49,90.2,3,Service Required Soon
T05649,12,177484,3.66,60.8,59,96.8,3,High Risk
T05650,1,17682,6.42,97.4,17,78.1,1,Truck Healthy
T05651,4,43082,6.01,84.2,1,90.5,1,Truck Healthy
T05652,6,76287,5.54,85.6,28,89.6,1,High Risk
T05653,4,64577,5.69,83.0,55,81.2,2,High Risk
T05654,7,104463,4.73,81.0,11,86.2,0,Truck Healthy
T05655,5,52218,6.38,82.4,2,84.8,1,Truck Healthy
T05656,4,36224,5.74,92.0,56,83.3,3,Service Required Soon
T05657,11,137925,4.47,66.2,0,105.4,9,High Risk
T05658,10,142098,4.87,73.3,52,89.9,1,High Risk
T05659,8,97211,4.4,79.4,30,92.5,2,Truck Healthy
T05660,10,142222,4.32,73.2,34,97.5,3,High Risk
T05661,11,173173,3.62,70.8,50,96.8,3,High Risk
T05662,5,48455,5.93,86.0,22,96.7,3,Truck Healthy
T05663,2,32409,6.1,95.2,50,81.0,2,Service Required Soon
T05664,5,48175,6.34,83.0,10,85.0,2,Truck Healthy
T05665,8,105516,4.97,71.3,27,92.0,4,Truck Healthy
T05666,1,13602,7.0,100.0,55,80.5,0,Service Required Soon
T05667,2,24586,5.95,90.1,55,88.5,1,Service Required Soon
T05668,10,116726,4.69,74.0,4,90.8,6,Service Required Soon
T05669,7,92847,4.83,78.8,41,90.4,1,Service Required Soon
T05670,12,128801,4.54,60.5,43,94.1,4,High Risk
T05671,11,131813,4.02,71.4,13,101.1,4,High Risk
T05672,0,128,6.56,100.0,0,78.2,0,Truck Healthy
T05673,1,21139,6.32,93.5,13,76.1,0,Truck Healthy
T05674,12,141158,3.85,60.0,13,96.8,1,High Risk
T05675,14,174424,3.18,61.5,7,98.9,6,Truck Healthy
T05676,6,57067,5.74,77.1,11,90.9,1,Truck Healthy
T05677,7,106737,5.35,76.9,47,88.7,1,Service Required Soon
T05678,14,133527,3.6,53.2,4,103.8,3,High Risk
T05679,13,130440,3.59,62.7,34,97.8,4,High Risk
T05680,4,47436,6.33,91.6,25,87.8,4,Truck Healthy
T05681,0,9415,7.0,96.4,21,80.9,0,Truck Healthy
T05682,4,48952,6.4,91.6,17,88.0,1,Truck Healthy
T05683,11,95010,4.19,71.2,31,95.3,1,High Risk
T05684,3,43157,5.63,95.6,24,85.9,1,Truck Healthy
T05685,8,70773,4.76,76.5,33,92.2,4,Service Required Soon
T05686,6,72747,5.78,81.6,28,81.4,1,Truck Healthy
T05687,10,89481,4.79,67.1,32,98.4,2,High Risk
T05688,6,76979,5.77,79.9,42,88.7,3,Service Required Soon
T05689,11,110277,4.46,65.7,38,95.5,4,High Risk
T05690,13,110509,3.55,61.6,1,102.4,7,High Risk
T05691,5,64745,5.79,85.5,6,92.6,0,Truck Healthy
T05692,7,94055,5.45,81.2,24,94.2,3,Truck Healthy
T05693,7,106512,5.54,81.1,57,86.7,2,Service Required Soon
T05694,6,77637,5.72,86.5,16,90.2,0,Truck Healthy
T05695,8,103342,5.7,72.2,32,96.6,3,Service Required Soon
T05696,12,121662,4.03,68.7,23,100.9,6,High Risk
T05697,5,68322,6.26,82.7,13,91.2,2,Truck Healthy
T05698,5,70290,5.98,85.9,46,94.4,3,Service Required Soon
T05699,0,6244,7.0,95.6,53,86.3,0,Service Required Soon
T05700,14,192120,3.12,55.5,4,97.9,1,High Risk
T05701,9,88217,4.37,77.5,5,93.9,3,Service Required Soon
T05702,9,126673,5.05,70.0,30,96.3,0,Service Required Soon
T05703,8,116742,5.4,79.9,5,95.0,2,Truck Healthy
T05704,4,42651,6.38,93.0,56,82.2,2,Service Required Soon
T05705,13,151160,3.02,58.6,2,102.4,3,High Risk
T05706,11,153390,4.41,67.3,53,100.1,3,High Risk
T05707,13,191157,4.5,60.1,36,95.8,3,High Risk
T05708,12,150022,3.7,68.4,28,98.3,2,High Risk
T05709,9,89827,4.32,77.9,11,91.6,5,Service Required Soon
T05710,14,173604,3.65,62.2,27,100.9,1,High Risk
T05711,13,136302,3.87,56.0,25,99.1,1,High Risk
T05712,0,4417,7.0,100.0,16,79.3,0,Truck Healthy
T05713,9,121802,4.29,75.3,5,94.9,1,Service Required Soon
T05714,12,162081,4.41,68.6,16,104.6,6,High Risk
T05715,12,150037,4.06,60.3,59,95.3,5,High Risk
T05716,12,128047,4.08,65.9,18,95.4,3,High Risk
T05717,0,2425,7.0,95.3,56,77.8,0,Service Required Soon
T05718,9,99355,4.69,74.8,11,96.3,6,Service Required Soon
T05719,0,1161,7.0,100.0,43,85.8,0,Service Required Soon
T05720,0,9972,6.04,100.0,20,73.1,0,Truck Healthy
T05721,4,48980,6.48,92.2,59,82.5,0,Service Required Soon
T05722,9,123061,4.76,72.6,3,96.8,2,Service Required Soon
T05723,9,126851,4.39,76.2,26,97.7,3,Service Required Soon
T05724,8,120651,5.4,74.2,31,91.9,3,Service Required Soon
T05725,14,134067,3.7,54.9,43,109.2,2,Truck Healthy
T05726,10,137066,4.32,65.6,45,94.3,8,High Risk
T05727,9,104475,4.83,75.9,52,100.0,1,High Risk
T05728,14,165627,3.72,60.8,24,100.0,3,High Risk
T05729,1,18121,7.0,100.0,2,84.2,0,Service Required Soon
T05730,6,77622,5.18,78.7,14,82.5,2,Truck Healthy
T05731,14,194051,2.95,56.4,42,102.2,4,High Risk
T05732,1,13751,6.34,93.4,1,83.7,1,Truck Healthy
T05733,12,106850,3.96,62.6,42,95.2,6,High Risk
T05734,4,42733,6.23,87.7,17,83.1,1,Truck Healthy
T05735,12,167504,4.39,66.0,11,94.7,2,High Risk
T05736,0,8908,7.0,95.6,51,74.6,0,Service Required Soon
T05737,10,125956,5.03,73.8,35,90.8,2,High Risk
T05738,3,42262,6.74,96.0,9,85.5,1,Truck Healthy
T05739,6,77713,5.71,85.9,7,85.1,1,Truck Healthy
T05740,13,181164,4.11,63.2,9,105.7,7,High Risk
T05741,5,72102,6.4,89.8,1,90.6,1,Truck Healthy
T05742,12,168013,3.69,66.5,12,95.7,2,High Risk
T05743,4,51672,6.03,88.6,5,87.1,1,Truck Healthy
T05744,7,111161,4.93,78.0,44,90.7,2,Service Required Soon
T05745,11,111607,4.51,70.2,49,101.7,1,High Risk
T05746,5,52701,5.98,88.3,6,88.5,7,Truck Healthy
T05747,9,88025,4.1,70.4,3,91.5,3,Service Required Soon
T05748,7,57362,5.62,77.4,44,84.5,2,Service Required Soon
T05749,9,95920,4.94,70.9,31,84.1,4,High Risk
T05750,4,52270,5.96,92.4,37,88.2,1,Truck Healthy
T05751,5,74318,5.62,85.1,51,87.1,3,Service Required Soon
T05752,2,30866,5.78,93.3,45,79.7,2,Service Required Soon
T05753,3,49446,6.63,93.3,54,92.8,1,Service Required Soon
T05754,6,69884,5.13,85.2,52,89.4,1,Service Required Soon
T05755,12,131278,4.29,64.1,55,98.4,2,High Risk
T05756,3,40591,6.6,94.6,9,82.4,0,Truck Healthy
T05757,5,63422,4.65,88.2,59,89.1,2,Service Required Soon
T05758,4,63626,5.95,88.8,8,82.6,2,Truck Healthy
T05759,11,128649,4.06,68.0,25,95.8,1,High Risk
T05760,1,16623,6.71,96.0,41,77.5,0,Service Required Soon
T05761,8,76075,4.77,77.5,34,90.9,4,Service Required Soon
T05762,7,114571,5.23,82.0,33,93.8,2,Service Required Soon
T05763,9,122834,4.54,75.3,37,89.0,0,High Risk
T05764,8,124730,5.95,72.3,23,88.7,2,Service Required Soon
T05765,6,77754,5.64,79.3,59,87.6,2,Service Required Soon
T05766,7,77979,4.79,77.4,53,94.9,1,Service Required Soon
T05767,7,72450,5.39,79.3,48,96.5,2,Service Required Soon
T05768,2,24489,5.96,97.5,52,80.1,0,Service Required Soon
T05769,10,121506,5.33,67.7,14,91.1,4,High Risk
T05770,9,116710,4.93,74.5,55,96.6,4,High Risk
T05771,3,47907,5.64,91.0,7,81.4,4,Truck Healthy
T05772,5,61492,5.51,81.2,28,89.1,4,Truck Healthy
T05773,11,102240,4.2,63.0,30,91.4,3,High Risk
T05774,10,98751,4.4,70.2,13,95.4,3,Service Required Soon
T05775,3,33701,6.08,92.5,29,86.8,0,Truck Healthy
T05776,12,173860,4.59,61.8,58,98.3,1,High Risk
T05777,3,45465,6.33,87.8,36,90.5,2,Service Required Soon
T05778,3,28505,6.36,93.8,1,82.2,0,Truck Healthy
T05779,7,62901,6.06,74.7,14,92.6,2,Truck Healthy
T05780,8,124131,4.73,75.6,18,89.3,2,Truck Healthy
T05781,13,187180,3.38,59.7,47,101.2,3,High Risk
T05782,14,183560,3.3,55.5,55,100.2,2,High Risk
T05783,5,70438,5.73,89.9,50,88.1,2,Service Required Soon
T05784,5,74188,6.02,80.9,40,88.9,1,Service Required Soon
T05785,1,21308,7.0,93.4,33,87.6,0,Service Required Soon
T05786,9,112627,5.32,72.7,9,91.9,2,Service Required Soon
T05787,9,90214,4.85,70.2,18,92.9,4,Service Required Soon
T05788,2,25267,6.96,93.1,57,80.5,0,Service Required Soon
T05789,14,134309,3.77,56.5,6,95.0,4,High Risk
T05790,12,131582,4.15,61.3,3,99.3,1,High Risk
T05791,12,161113,4.48,67.0,43,99.8,2,High Risk
T05792,3,36969,6.68,95.8,16,78.9,4,High Risk
T05793,2,32277,6.41,92.6,51,80.7,0,Service Required Soon
T05794,0,6513,6.29,95.6,29,78.2,0,Truck Healthy
T05795,14,197123,3.91,57.9,48,95.7,6,High Risk
T05796,9,122298,5.24,75.0,40,94.0,2,High Risk
T05797,5,43727,6.07,87.6,30,80.4,2,Truck Healthy
T05798,6,91502,5.63,81.0,17,90.0,2,Truck Healthy
T05799,2,37908,6.22,91.2,9,83.1,1,Truck Healthy
T05800,3,37826,6.11,87.2,10,84.9,1,Truck Healthy
T05801,13,185849,4.1,58.7,38,97.4,4,High Risk
T05802,12,117027,4.22,67.6,28,98.9,6,High Risk
T05803,2,20528,6.43,97.4,9,76.4,0,Truck Healthy
T05804,9,87530,4.48,69.4,59,98.0,2,High Risk
T05805,9,105604,5.0,77.1,5,94.4,2,Service Required Soon
T05806,1,20864,7.0,99.6,24,78.9,0,Truck Healthy
T05807,4,42112,5.12,92.6,17,89.7,0,Truck Healthy
T05808,10,118106,4.11,70.0,10,89.8,5,Service Required Soon
T05809,12,167443,4.62,62.6,31,105.1,4,High Risk
T05810,4,59927,6.12,87.3,0,83.4,2,Truck Healthy
T05811,4,60647,5.64,89.7,54,84.3,3,Service Required Soon
T05812,10,121111,3.71,72.8,10,94.3,2,High Risk
T05813,4,53177,5.51,83.6,17,85.9,0,Truck Healthy
T05814,3,25694,6.6,95.4,11,79.1,1,High Risk
T05815,3,35980,6.06,86.9,57,83.6,0,Service Required Soon
T05816,14,154243,3.53,61.1,34,98.3,3,High Risk
T05817,8,78246,5.25,79.6,3,91.5,2,Truck Healthy
T05818,3,32050,5.93,90.5,32,85.4,0,Service Required Soon
T05819,7,71670,4.63,83.4,37,88.0,1,Service Required Soon
T05820,1,21662,6.79,97.4,29,79.3,1,Truck Healthy
T05821,2,24559,6.36,97.8,45,87.3,0,Service Required Soon
T05822,6,66774,5.49,86.9,17,84.7,3,Truck Healthy
T05823,6,88754,5.99,78.0,1,84.0,3,Truck Healthy
T05824,3,44387,6.45,94.5,28,87.2,1,Truck Healthy
T05825,9,89891,4.11,73.3,58,94.3,5,High Risk
T05826,2,31353,6.41,91.5,7,81.0,2,Truck Healthy
T05827,3,30547,6.31,90.6,10,84.5,2,Truck Healthy
T05828,11,159812,4.37,69.5,5,94.5,0,Truck Healthy
T05829,11,112708,4.71,66.6,46,102.1,0,High Risk
T05830,4,47495,5.62,83.9,27,90.1,0,Truck Healthy
T05831,4,61033,6.0,92.1,28,87.7,1,Truck Healthy
T05832,5,75885,5.74,85.8,26,91.7,0,Truck Healthy
T05833,3,27264,6.67,90.9,13,80.6,0,Truck Healthy
T05834,11,117366,3.8,66.6,2,95.4,4,High Risk
T05835,10,134666,3.89,72.8,25,95.0,1,High Risk
T05836,12,119620,4.25,65.2,31,102.4,6,High Risk
T05837,7,108185,5.17,77.5,42,86.6,1,Service Required Soon
T05838,11,158112,4.42,71.8,55,99.8,5,High Risk
T05839,10,147691,4.2,69.3,54,94.3,2,High Risk
T05840,13,184908,3.82,58.1,3,101.9,7,High Risk
T05841,10,117128,3.92,69.3,50,94.4,6,High Risk
T05842,4,48648,6.32,87.6,21,84.5,1,Truck Healthy
T05843,0,708,6.76,99.3,12,74.2,0,Truck Healthy
T05844,12,154119,3.14,61.7,50,98.6,2,High Risk
T05845,4,51359,5.37,86.7,2,86.8,2,Truck Healthy
T05846,10,141076,4.13,70.4,40,90.5,2,High Risk
T05847,2,35982,6.35,89.1,7,87.1,1,Truck Healthy
T05848,13,159743,3.99,58.5,54,99.1,5,High Risk
T05849,1,12054,6.58,94.0,36,73.7,0,Service Required Soon
T05850,14,213184,3.03,59.9,52,103.4,2,High Risk
T05851,1,12952,6.56,98.9,49,83.9,0,Service Required Soon
T05852,2,34031,6.59,98.9,23,84.2,0,Truck Healthy
T05853,7,62801,5.66,81.7,31,89.0,2,Service Required Soon
T05854,14,208129,3.43,59.0,50,105.3,6,Truck Healthy
T05855,0,4311,6.6,97.2,27,80.2,0,Truck Healthy
T05856,8,84713,4.68,75.6,50,86.6,5,Service Required Soon
T05857,0,6877,7.0,99.2,41,85.1,0,Service Required Soon
T05858,10,92365,4.49,66.8,32,97.9,1,High Risk
T05859,11,142355,4.32,66.8,18,98.6,5,High Risk
T05860,8,86852,5.07,71.7,37,96.9,2,Service Required Soon
T05861,8,101523,5.17,76.5,33,96.8,1,Service Required Soon
T05862,7,103158,5.95,77.4,24,85.7,1,Truck Healthy
T05863,8,123823,4.38,80.4,47,93.1,6,Service Required Soon
T05864,6,71994,5.46,84.3,48,92.9,2,Service Required Soon
T05865,10,92175,4.3,69.2,49,95.6,2,High Risk
T05866,4,49474,5.88,84.5,7,85.7,3,Truck Healthy
T05867,12,101672,3.54,63.1,13,101.9,6,High Risk
T05868,7,79547,4.56,77.9,27,92.9,1,Truck Healthy
T05869,6,61276,5.8,80.9,9,89.7,1,Truck Healthy
T05870,9,126537,4.13,72.7,24,93.5,1,Service Required Soon
T05871,3,38883,5.55,95.8,7,80.2,0,Truck Healthy
T05872,4,51064,6.51,89.4,54,90.5,2,Service Required Soon
T05873,9,97427,5.37,73.9,48,97.3,3,High Risk
T05874,3,43791,5.94,92.9,58,82.1,0,Service Required Soon
T05875,6,67297,5.89,84.4,48,89.7,0,Service Required Soon
T05876,13,168132,4.04,61.1,56,104.0,6,High Risk
T05877,5,53392,6.19,81.1,3,92.3,2,Truck Healthy
T05878,0,8402,6.98,96.6,47,80.3,0,Service Required Soon
T05879,3,33122,6.28,96.0,43,83.7,1,Service Required Soon
T05880,13,177981,3.34,64.5,22,97.9,3,High Risk
T05881,10,130324,4.63,70.3,41,97.5,2,High Risk
T05882,3,38319,6.22,88.4,11,85.0,1,Truck Healthy
